taxon,lfc_(Intercept),lfc_GroupPLE,se_(Intercept),se_GroupPLE,W_(Intercept),W_GroupPLE,p_(Intercept),p_GroupPLE,q_(Intercept),q_GroupPLE,diff_(Intercept),diff_GroupPLE,passed_ss_(Intercept),passed_ss_GroupPLE
 s__Lancefieldella_sp000411555,1.503876512,-1.260575298,NA,0.128578051,NA,-9.803969564,1,0.000187959,1,0.158449081,FALSE,FALSE,FALSE,TRUE
 s__Bifidobacterium_bifidum,-0.052852927,1.227757446,NA,0.153457104,NA,8.000655625,1,0.000203372,1,0.171239224,FALSE,FALSE,FALSE,TRUE
 s__Bacteroides_thetaiotaomicron,1.676278994,-1.648944354,NA,0.416760177,NA,-3.956578496,1,0.000212916,1,0.179062714,FALSE,FALSE,FALSE,FALSE
 s__Pauljensenia_mediterranea,0.15095007,1.132902919,NA,0.179070112,NA,6.326588537,1,0.000226222,1,0.190026479,FALSE,FALSE,FALSE,TRUE
 s__[Erysipelatoclostridiaceae_Garnier_p1_maxbin2_low_prob.015.contigs],-0.421150637,1.203492153,NA,0.245925977,NA,4.893717071,1,0.000237062,1,0.198894647,FALSE,FALSE,TRUE,TRUE
 s__Collinsella_sp002232035,-0.305767531,1.216848345,NA,0.13099032,NA,9.289605097,1,0.000243139,1,0.203750381,FALSE,FALSE,FALSE,TRUE
 s__[Sutterella_Magnolia_p2_metabat2_high_PE.017.contigs],1.119373708,-1.184603778,NA,0.203407212,NA,-5.823804215,1,0.00025186,1,0.210806437,FALSE,FALSE,FALSE,FALSE
 s__Bacteroides_sp002491635,-0.429706443,0.916824665,NA,0.148280213,NA,6.183054691,1,0.000264267,1,0.220927511,FALSE,FALSE,FALSE,TRUE
 s__[Erysipelatoclostridiaceae_Snoopy_p2_metabat2_low_PE.005.contigs],1.464206651,-1.058496308,NA,0.200915696,NA,-5.268360461,1,0.000264986,1,0.221263191,FALSE,FALSE,TRUE,TRUE
 s__Carnobacterium_gallinarum,-0.223383685,0.978526713,NA,0.128415783,NA,7.619987905,1,0.000266277,1,0.2220749,FALSE,FALSE,FALSE,TRUE
 s__UBA9475_sp002161675,1.015111947,-0.859793109,NA,0.139659843,NA,-6.156337352,1,0.000272101,1,0.226659859,FALSE,FALSE,FALSE,FALSE
 s__Bifidobacterium_anseris,-0.171730128,1.491176626,NA,0.22209321,NA,6.714192782,1,0.000273845,1,0.227839294,FALSE,FALSE,FALSE,TRUE
 s__Anaerobutyricum_soehngenii,-0.657994723,1.204259257,NA,0.160392254,NA,7.508213318,1,0.000288824,1,0.24001275,FALSE,FALSE,FALSE,TRUE
 s__Anaerofilum_sp002160015,1.0743256,-1.069550835,NA,0.175339869,NA,-6.099872452,1,0.000289512,1,0.240294675,FALSE,FALSE,FALSE,FALSE
 s__Paraprevotella_xylaniphila,0.92007951,-0.667416127,NA,0.164813083,NA,-4.049533669,1,0.000304666,1,0.25256824,FALSE,FALSE,FALSE,FALSE
 s__Leuconostoc_carnosum,-0.000671791,0.763430551,NA,0.116279876,NA,6.565457241,1,0.000314258,1,0.260205427,FALSE,FALSE,FALSE,TRUE
 s__Sellimonas_intestinalis,1.312408753,-1.181283168,NA,0.301631275,NA,-3.916315273,1,0.000316657,1,0.261875682,FALSE,FALSE,FALSE,FALSE
 s__Lactobacillus_acidophilus,0.098914406,1.539188637,NA,0.175811291,NA,8.754776942,1,0.000322261,1,0.266187543,FALSE,FALSE,FALSE,TRUE
 s__Clostridioides_A_mangenotii_B,0.224023837,0.715877345,NA,0.154413123,NA,4.636117273,1,0.000323023,1,0.266494221,FALSE,FALSE,FALSE,TRUE
 s__Phocaeicola_salanitronis,0.855242759,-0.755976844,NA,0.141379984,NA,-5.347127825,1,0.00032493,1,0.267503553,FALSE,FALSE,FALSE,FALSE
 s__Acidaminococcus_timonensis,-0.071741789,0.71343404,NA,0.109243078,NA,6.530702475,1,0.00032464,1,0.267503553,FALSE,FALSE,FALSE,TRUE
 s__[Allobaculum_Jenna_p1_metabat2_low_PE.009.contigs],1.238829174,-0.980232099,NA,0.133699753,NA,-7.33159247,1,0.00032909,1,0.270511657,FALSE,FALSE,FALSE,TRUE
 s__Clostridium_R_aminophilum_A,1.301680574,-1.17544227,NA,0.303999285,NA,-3.866595514,1,0.000331521,1,0.272178756,FALSE,FALSE,FALSE,FALSE
 s__Streptococcus_infantarius,1.701700605,-1.712707132,NA,0.448708651,NA,-3.816969271,1,0.000335166,1,0.274836443,FALSE,FALSE,FALSE,FALSE
 s__Bacteroides_zoogleoformans,0.000697109,0.698492397,NA,0.141122563,NA,4.949544447,1,0.000336638,1,0.275706666,FALSE,FALSE,FALSE,TRUE
 s__Other_130,1.082549587,-0.898635252,NA,0.215219842,NA,-4.175429389,1,0.000337928,1,0.276424842,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Charlie_p1_metabat2_high_PE.036.contigs],1.446235705,-1.544081504,NA,0.378465284,NA,-4.079849772,1,0.000339096,1,0.277041759,FALSE,FALSE,FALSE,FALSE
 s__Alistipes_A_sp900240235,-0.913083028,1.831909615,NA,0.463772523,NA,3.950017571,1,0.000348744,1,0.284574707,FALSE,FALSE,TRUE,FALSE
 s__Other_55,0.253906631,0.67494401,NA,0.149659132,NA,4.509875219,1,0.000356194,1,0.290297779,FALSE,FALSE,FALSE,TRUE
 s__Streptococcus_danieliae,0.052200866,0.70814456,NA,0.128093778,NA,5.528329087,1,0.000366522,1,0.298349254,FALSE,FALSE,FALSE,TRUE
 s__Other_11,-0.103991434,1.230451011,NA,0.264196348,NA,4.657335425,1,0.000369902,1,0.300729949,FALSE,FALSE,TRUE,TRUE
 s__Faecalibacterium_sp900540455,2.110957241,-2.316633122,NA,0.61336566,NA,-3.776920149,1,0.0003918,1,0.318141753,FALSE,FALSE,FALSE,FALSE
 s__Bacteroides_sp900066265,-0.053128034,0.645207419,NA,0.12384291,NA,5.209885797,1,0.000395607,1,0.32083688,FALSE,FALSE,FALSE,TRUE
 s__[Bacteroides_Susan_p2_maxbin2_low_prob.029.contigs],1.027963269,-0.791535315,NA,0.202826203,NA,-3.902529858,1,0.000400285,1,0.324230783,FALSE,FALSE,FALSE,FALSE
 s__Ruminococcus_A_sp000432335,-0.089736148,0.702927319,NA,0.129055253,NA,5.44671605,1,0.000407404,1,0.329589746,FALSE,FALSE,FALSE,TRUE
 s__[Dubosiella_Strawberry_p1_metabat2_low_PE.015.contigs],-0.910173119,1.507785474,NA,0.18223713,NA,8.273755579,1,0.000420834,1,0.340033695,FALSE,FALSE,TRUE,TRUE
 s__UBA9502_sp003478505,1.33663914,-1.264579792,NA,0.330476832,NA,-3.826530843,1,0.000425503,1,0.343380832,FALSE,FALSE,FALSE,FALSE
 s__Anaerobutyricum_sp002161065,-0.360542281,0.850473254,NA,0.136327583,NA,6.238453276,1,0.000428924,1,0.345712597,FALSE,FALSE,TRUE,TRUE
 s__Streptococcus_devriesei,-0.054331904,0.668854414,NA,0.135198171,NA,4.947214972,1,0.000437557,1,0.352233392,FALSE,FALSE,FALSE,TRUE
 s__Dorea_A_longicatena_B,-0.415946614,1.296202227,NA,0.334566453,NA,3.874274347,1,0.000448425,1,0.360533732,FALSE,FALSE,TRUE,TRUE
 s__Prevotella_buccae,1.084807516,-0.809524175,NA,0.207975624,NA,-3.892399311,1,0.000456161,1,0.366297355,FALSE,FALSE,FALSE,FALSE
 s__Hungatella_effluvii,1.066027787,-0.95459568,NA,0.235397432,NA,-4.055251028,1,0.000458205,1,0.367480751,FALSE,FALSE,FALSE,FALSE
 s__Bifidobacterium_kashiwanohense_A,1.300195574,-0.801324014,NA,0.116426826,NA,-6.882640699,1,0.0004641,1,0.371744272,FALSE,FALSE,FALSE,TRUE
 s__Bacteroides_sp007097645,-0.143540212,0.75360655,NA,0.133206387,NA,5.657435532,1,0.000477292,1,0.381833996,FALSE,FALSE,FALSE,TRUE
 s__Liquorilactobacillus_satsumensis,0.970277907,-0.894583499,NA,0.168188206,NA,-5.318943104,1,0.000481656,1,0.384842768,FALSE,FALSE,FALSE,TRUE
 s__Kurthia_gibsonii,1.030037502,-0.706529428,NA,0.177202526,NA,-3.98712956,1,0.000483458,1,0.385799438,FALSE,FALSE,FALSE,FALSE
 s__Other_133,1.15787964,-1.028817937,NA,0.252112336,NA,-4.080791733,1,0.000495274,1,0.394733597,FALSE,FALSE,FALSE,FALSE
 s__TF01-11_sp003529475,1.257498318,-1.115208174,NA,0.29643349,NA,-3.762085627,1,0.000516084,1,0.410803185,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_GCA_000936065.1],1.896377473,-2.027419608,NA,0.549007025,NA,-3.692884639,1,0.000518033,1,0.411836433,FALSE,FALSE,FALSE,FALSE
 s__Streptococcus_dysgalactiae,-0.068008005,0.952341243,NA,0.244060153,NA,3.902075902,1,0.000521587,1,0.414140352,FALSE,FALSE,TRUE,TRUE
 s__[Bacteroides_Jeb_p2_metabat2_high_PE.023.contigs],0.899986398,-0.710202446,NA,0.172253759,NA,-4.123001149,1,0.000527663,1,0.418436674,FALSE,FALSE,FALSE,FALSE
 s__Leuconostoc_citreum,-0.034400295,0.747529531,NA,0.176131933,NA,4.244145398,1,0.000546981,1,0.433208752,FALSE,FALSE,TRUE,TRUE
 s__Bacteroides_ovatus,-0.439838782,1.279701283,NA,0.323189628,NA,3.959598867,1,0.000549575,1,0.434713775,FALSE,FALSE,TRUE,TRUE
 s__Bittarella_massiliensis,0.819516963,-0.591695751,NA,0.139496743,NA,-4.241645628,1,0.000549936,1,0.434713775,FALSE,FALSE,FALSE,FALSE
 s__Streptococcus_anginosus,1.184949677,-0.80230611,NA,0.198049376,NA,-4.051040846,1,0.000575109,1,0.453761003,FALSE,FALSE,FALSE,TRUE
 s__Enterocloster_sp900538485,0.113834862,0.619461861,NA,0.137424722,NA,4.507645008,1,0.000588994,1,0.464127221,FALSE,FALSE,FALSE,TRUE
 s__[Blautia_A_Flurry_p2_metabat2_high_PE.039.contigs],0.358822398,0.733930259,NA,0.154435643,NA,4.752337254,1,0.000597436,1,0.470181829,FALSE,FALSE,FALSE,FALSE
 s__[Clostridium_Q_Kit_p2_metabat2_high_PE.038.contigs],1.289490446,-1.064245329,NA,0.291865391,NA,-3.646356714,1,0.000599119,1,0.470907746,FALSE,FALSE,FALSE,FALSE
 s__Other_125,1.2863983,-1.117421722,NA,0.305448669,NA,-3.658296252,1,0.000630049,1,0.494588416,FALSE,FALSE,FALSE,FALSE
 s__UBA9502_sp003481825,1.413730937,-1.280677514,NA,0.353556893,NA,-3.622267129,1,0.000637673,1,0.499935442,FALSE,FALSE,FALSE,FALSE
 s__Other_136,1.054175743,-1.416025839,NA,0.187563139,NA,-7.549595539,1,0.000646138,1,0.505926093,FALSE,FALSE,FALSE,FALSE
 s__Other_156,0.930179208,-0.631279789,NA,0.161597969,NA,-3.906483442,1,0.000667146,1,0.521708257,FALSE,FALSE,FALSE,FALSE
 s__[Blautia_A_Burrito_p2_maxbin2_low_prob.027.contigs],1.033423209,-0.983515029,NA,0.169863223,NA,-5.790041026,1,0.000670329,1,0.523526613,FALSE,FALSE,FALSE,FALSE
 s__Bacteroides_pyogenes,-0.198201358,0.692482225,NA,0.136649439,NA,5.067581904,1,0.000674076,1,0.525779188,FALSE,FALSE,FALSE,TRUE
 s__Aeriscardovia_aeriphila,0.281911507,0.870980045,NA,0.162909597,NA,5.346401094,1,0.000688819,1,0.536589953,FALSE,FALSE,FALSE,TRUE
 s__Prevotella_lascolaii,0.964721365,-0.684251436,NA,0.141635339,NA,-4.831078448,1,0.000690662,1,0.537335039,FALSE,FALSE,FALSE,FALSE
 s__Weissella_cibaria,1.546692165,-1.337864428,NA,0.337397077,NA,-3.965251986,1,0.000705944,1,0.548518324,FALSE,FALSE,FALSE,TRUE
 s__Blautia_A_sp900541345,1.519324688,-1.436805104,NA,0.401475245,NA,-3.578813689,1,0.000713217,1,0.553456216,FALSE,FALSE,FALSE,FALSE
 s__Eisenbergiella_tayi,-0.149147667,1.104667622,NA,0.296833261,NA,3.721508895,1,0.00071372,1,0.553456216,FALSE,FALSE,TRUE,TRUE
 s__Streptococcus_mitis_AT,-0.16958304,0.890073225,NA,0.210607479,NA,4.226218511,1,0.000733058,1,0.567386916,FALSE,FALSE,TRUE,TRUE
 s__[Blautia_A_Pinky_p2_maxbin2_low_prob.048.contigs],0.114717933,0.564697082,NA,0.11823372,NA,4.776108555,1,0.000750113,1,0.579837268,FALSE,FALSE,FALSE,TRUE
 s__[Sutterella_Peterbilt_p1_metabat2_high_PE.005.contigs],-0.353093664,1.221103294,NA,0.334109768,NA,3.654796746,1,0.000756866,1,0.584300445,FALSE,FALSE,TRUE,FALSE
 s__Peptostreptococcus_anaerobius,0.066404184,0.583044974,NA,0.133488699,NA,4.367747816,1,0.000761626,1,0.587147701,FALSE,FALSE,FALSE,TRUE
 s__Caecibacter_massiliensis,0.869569851,-0.80302819,NA,0.141722117,NA,-5.666216435,1,0.00076154,1,0.587147701,FALSE,FALSE,FALSE,FALSE
 s__Ligilactobacillus_aviarius_B,0.119088676,0.797878394,NA,0.141064834,NA,5.656111228,1,0.000769576,1,0.591803615,FALSE,FALSE,TRUE,TRUE
 s__Muricomes_oroticus,0.967678706,-0.849630329,NA,0.210772124,NA,-4.031037463,1,0.000783743,1,0.601914686,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Trix_p2_metabat2_high_PE.038.contigs],0.76393733,-0.806467411,NA,0.111455424,NA,-7.235784345,1,0.000786809,1,0.603482568,FALSE,FALSE,FALSE,FALSE
 s__Bacteroides_E_propionicifaciens,1.042368421,-0.7909748,NA,0.215071757,NA,-3.677725096,1,0.000806865,1,0.618058383,FALSE,FALSE,FALSE,FALSE
 s__Lachnoclostridium_B_phocaeensis,1.000987003,-0.769469267,NA,0.193679169,NA,-3.972906687,1,0.000815109,1,0.623558664,FALSE,FALSE,FALSE,FALSE
 s__Enorma_timonensis,0.261531559,0.646326255,NA,0.116057073,NA,5.569038053,1,0.000842871,1,0.643953147,FALSE,FALSE,FALSE,TRUE
 s__[Bacteroides_Strawberry_p1_metabat2_low_PE.003.contigs],0.839584461,-0.62955171,NA,0.157667439,NA,-3.992908846,1,0.000853199,1,0.650990662,FALSE,FALSE,FALSE,FALSE
 s__Eubacterium_maltosivorans,1.51674629,-1.60375389,NA,0.446866953,NA,-3.58888452,1,0.000878255,1,0.66844504,FALSE,FALSE,FALSE,FALSE
 s__Intestinimonas_timonensis,1.021675757,-0.726348658,NA,0.118893409,NA,-6.109242418,1,0.000877224,1,0.66844504,FALSE,FALSE,FALSE,FALSE
 s__Anaerostipes_sp001940315,0.82281892,-0.541568491,NA,0.12627943,NA,-4.288651701,1,0.000881622,1,0.670032963,FALSE,FALSE,FALSE,FALSE
 s__Lachnoclostridium_A_sp002160755,0.852479763,-0.560425528,NA,0.138620732,NA,-4.042869483,1,0.000943121,1,0.715828827,FALSE,FALSE,FALSE,FALSE
 s__[Sutterella_Pinky_p2_maxbin2_low_prob.012.contigs],-0.173504839,0.688205945,NA,0.135669056,NA,5.072681759,1,0.000961807,1,0.729050029,FALSE,FALSE,TRUE,TRUE
 s__Streptococcus_entericus,-0.004824207,0.915604241,NA,0.132238573,NA,6.923881739,1,0.000964012,1,0.729757447,FALSE,FALSE,FALSE,TRUE
 s__Veillonella_parvula_A,-0.086009273,0.68260632,NA,0.167314557,NA,4.079778432,1,0.000985871,1,0.745318634,FALSE,FALSE,TRUE,TRUE
 s__Desulfovibrio_fairfieldensis,0.072328252,0.661597595,NA,0.122916346,NA,5.382502952,1,0.001027603,1,0.775840297,FALSE,FALSE,FALSE,TRUE
 s__Other_165,0.197832927,0.539746888,NA,0.128890723,NA,4.187631779,1,0.001063806,1,0.802110016,FALSE,FALSE,FALSE,TRUE
 s__[Terrisporobacter_SAMEA103957793_metabat2_high_PE.001.contigs],0.092549603,0.536129012,NA,0.11369181,NA,4.715634432,1,0.001095794,1,0.825132818,FALSE,FALSE,FALSE,TRUE
 s__Anaerosporobacter_mobilis,1.030318316,-0.745902636,NA,0.209660876,NA,-3.557662498,1,0.001097996,1,0.825692886,FALSE,FALSE,FALSE,FALSE
 s__Erysipelatoclostridium_sp002160495,0.489495728,0.719927384,NA,0.164467672,NA,4.3773185,1,0.001104021,1,0.829119835,FALSE,FALSE,FALSE,FALSE
 s__[Fusobacterium_B_Garnier_p1_metabat2_high_PE.007.contigs],-0.399477447,0.924496851,NA,0.139072177,NA,6.64760465,1,0.001161589,1,0.871191582,FALSE,FALSE,FALSE,TRUE
 s__[Bacteroides_George_p1_metabat2_low_PE.033.contigs],0.992328567,-0.72460596,NA,0.208773357,NA,-3.470777929,1,0.001214259,1,0.909479738,FALSE,FALSE,FALSE,FALSE
 s__Other_47,1.238579992,-1.060673382,NA,0.309093457,NA,-3.431562069,1,0.001243928,1,0.930458304,FALSE,FALSE,FALSE,FALSE
 s__Streptococcus_parasuis,0.002587059,0.894566994,NA,0.262850968,NA,3.403323941,1,0.001303421,1,0.973655404,FALSE,FALSE,TRUE,TRUE
 s__Other_155,0.811381691,-0.536346293,NA,0.149060595,NA,-3.598176256,1,0.001320704,1,0.985245365,FALSE,FALSE,FALSE,FALSE
 s__Methanobrevibacter_A_thaueri,0.557357893,-0.018289262,NA,0.129050448,NA,-0.141721798,1,0.891292325,1,1,FALSE,FALSE,TRUE,TRUE
 s__Actinomyces_sp011751985,0.306846975,0.236375358,NA,0.114589919,NA,2.062793663,1,0.056891132,1,1,FALSE,FALSE,FALSE,TRUE
 s__Bifidobacterium_adolescentis,0.650609822,0.220291571,NA,0.265832229,NA,0.828686467,1,0.423458504,1,1,FALSE,FALSE,TRUE,TRUE
 s__Bifidobacterium_angulatum,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE
 s__Bifidobacterium_animalis,1.207254619,-0.659588076,NA,0.171603361,NA,-3.843678065,1,0.004921446,1,1,FALSE,FALSE,FALSE,TRUE
 s__Bifidobacterium_breve,1.130182671,-0.611987586,NA,0.357323782,NA,-1.712697606,1,0.10149603,1,1,FALSE,FALSE,TRUE,TRUE
 s__Bifidobacterium_globosum,0.266490157,0.732462542,NA,0.305937149,NA,2.39416019,1,0.031216033,1,1,FALSE,FALSE,TRUE,TRUE
 s__Bifidobacterium_infantis,1.278982782,-0.827686985,NA,0.214589318,NA,-3.857074487,1,0.003175364,1,1,FALSE,FALSE,FALSE,TRUE
 s__Bifidobacterium_kashiwanohense,1.037219549,-0.530875259,NA,0.287274572,NA,-1.847971628,1,0.094358324,1,1,FALSE,FALSE,FALSE,TRUE
 s__Bifidobacterium_longum,0.907643394,-0.302364654,NA,0.431467066,NA,-0.700782696,1,0.492399014,1,1,FALSE,FALSE,TRUE,TRUE
 s__Bifidobacterium_merycicum,1.078992607,-0.725986722,NA,0.298923241,NA,-2.428672724,1,0.03806533,1,1,FALSE,FALSE,FALSE,FALSE
 s__Bifidobacterium_minimum,0.858966867,-0.291241334,NA,0.148841167,NA,-1.956725686,1,0.091258881,1,1,FALSE,FALSE,FALSE,TRUE
 s__Bifidobacterium_mongoliense,0.984469128,-0.40629264,NA,0.12149553,NA,-3.344095385,1,0.020460566,1,1,FALSE,FALSE,FALSE,TRUE
 s__Bifidobacterium_pseudocatenulatum,0.899660373,-0.364489645,NA,0.194559751,NA,-1.873407229,1,0.103160247,1,1,FALSE,FALSE,FALSE,TRUE
 s__Bifidobacterium_ruminantium,0.616941477,0.221495917,NA,0.313613304,NA,0.706270794,1,0.494707443,1,1,FALSE,FALSE,FALSE,TRUE
 s__Bifidobacterium_sp002742445,0.608987218,0.138021957,NA,0.520126666,NA,0.265362201,1,0.79282315,1,1,FALSE,FALSE,TRUE,TRUE
 s__Bifidobacterium_sp900551485,0.21889412,0.614780281,NA,0.166310865,NA,3.69657316,1,0.003054843,1,1,FALSE,FALSE,TRUE,TRUE
 s__Other_5,0.221096996,0.558964122,NA,0.142586611,NA,3.920172573,1,0.001539426,1,1,FALSE,FALSE,FALSE,TRUE
 s__Frondihabitans_sp001423105,0.38020869,0.474357509,NA,0.132744726,NA,3.573456543,1,0.015985102,1,1,FALSE,FALSE,TRUE,TRUE
 s__Microbacterium_lemovicicum,0.847818866,-0.365313128,NA,0.121969408,NA,-2.995120947,1,0.013455375,1,1,FALSE,FALSE,TRUE,TRUE
 s__Microbacterium_phyllosphaerae,0.954302606,-0.454798215,NA,0.195668355,NA,-2.32433198,1,0.029735497,1,1,FALSE,FALSE,FALSE,FALSE
 s__Plantibacter_flavus,0.373207513,0.34651307,NA,0.114365721,NA,3.029868267,1,0.007966966,1,1,FALSE,FALSE,FALSE,TRUE
 s__Paenarthrobacter_nicotinovorans,1.034031183,-0.635799047,NA,0.14471809,NA,-4.39336261,1,0.002307143,1,1,FALSE,FALSE,FALSE,TRUE
 s__Paeniglutamicibacter_antarcticus,0.71047053,-0.035755562,NA,0.15069855,NA,-0.237265465,1,0.815887705,1,1,FALSE,FALSE,FALSE,TRUE
 s__Micromonospora_echinofusca,0.379936535,0.247132693,NA,0.102548532,NA,2.409909605,1,0.046780203,1,1,FALSE,FALSE,FALSE,TRUE
 s__Micromonospora_echinospora,0.739384702,-0.002885838,NA,0.148996684,NA,-0.019368474,1,0.985296299,1,1,FALSE,FALSE,FALSE,TRUE
 s__Micromonospora_matsumotoense,0.101003953,0.898582989,NA,0.365394037,NA,2.459216347,1,0.024276541,1,1,FALSE,FALSE,TRUE,TRUE
 s__Micromonospora_pallida,-0.111488639,1.414400599,NA,0.377135547,NA,3.750377313,1,0.001464712,1,1,FALSE,FALSE,TRUE,TRUE
 s__Micromonospora_peucetia,0.029806005,1.05215498,NA,0.342614385,NA,3.070959727,1,0.006921863,1,1,FALSE,FALSE,TRUE,TRUE
 s__Micromonospora_sp000158815,-0.133615523,1.376754347,NA,0.414685639,NA,3.319995239,1,0.00359944,1,1,FALSE,FALSE,TRUE,TRUE
 s__Micromonospora_sp000982955,0.015215096,1.109182327,NA,0.395517451,NA,2.804382776,1,0.010950403,1,1,FALSE,FALSE,TRUE,TRUE
 s__Other_12,0.37721346,0.425287513,NA,0.342052239,NA,1.243340826,1,0.228866194,1,1,FALSE,FALSE,TRUE,TRUE
 s__Corynebacterium_afermentans,0.972946808,-0.476690691,NA,0.259298456,NA,-1.838386157,1,0.090872882,1,1,FALSE,FALSE,FALSE,TRUE
 s__Corynebacterium_canis,0.605910839,0.029963495,NA,0.334734502,NA,0.089514212,1,0.929079486,1,1,FALSE,FALSE,FALSE,FALSE
 s__Corynebacterium_casei,0.668321456,-0.056528262,NA,0.324505545,NA,-0.174198138,1,0.862491085,1,1,FALSE,FALSE,FALSE,FALSE
 s__Corynebacterium_epidermidicanis,0.670693881,-0.075282129,NA,0.288606365,NA,-0.260847086,1,0.795400477,1,1,FALSE,FALSE,FALSE,FALSE
 s__Corynebacterium_flavescens,0.870679703,-0.410712189,NA,0.274236048,NA,-1.497659375,1,0.141052911,1,1,FALSE,FALSE,FALSE,FALSE
 s__Corynebacterium_freiburgense,0.808236629,-0.28390487,NA,0.316882179,NA,-0.895931954,1,0.374953793,1,1,FALSE,FALSE,FALSE,FALSE
 s__Corynebacterium_glutamicum,0.832239892,-0.323634409,NA,0.32782772,NA,-0.987208799,1,0.328704733,1,1,FALSE,FALSE,FALSE,FALSE
 s__Corynebacterium_mastitidis,0.624428391,-0.007141497,NA,0.345146308,NA,-0.020691218,1,0.98358345,1,1,FALSE,FALSE,FALSE,FALSE
 s__Corynebacterium_mustelae,0.623732527,0.003545859,NA,0.293857843,NA,0.012066579,1,0.990425835,1,1,FALSE,FALSE,FALSE,FALSE
 s__Corynebacterium_phoceense,0.92044882,-0.469087192,NA,0.272244643,NA,-1.723035526,1,0.09145639,1,1,FALSE,FALSE,FALSE,FALSE
 s__Corynebacterium_testudinoris,0.567638576,0.095168092,NA,0.28810775,NA,0.33032118,1,0.742725008,1,1,FALSE,FALSE,FALSE,FALSE
 s__Corynebacterium_xerosis,0.780355702,-0.240268434,NA,0.321515387,NA,-0.747299954,1,0.458605083,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_13,0.616613403,0.030267399,NA,0.364929135,NA,0.082940484,1,0.934266714,1,1,FALSE,FALSE,FALSE,FALSE
 s__Gordonia_paraffinivorans,0.787666758,-0.273311453,NA,0.309457565,NA,-0.883195254,1,0.381723349,1,1,FALSE,FALSE,FALSE,FALSE
 s__Lawsonella_clevelandensis,0.574668481,0.083191217,NA,0.30774412,NA,0.270325937,1,0.788173489,1,1,FALSE,FALSE,FALSE,FALSE
 s__Mycobacterium_chlorophenolicum,0.702503409,-0.132351426,NA,0.354833355,NA,-0.372996012,1,0.710864725,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_14,0.703780719,-0.11101233,NA,0.335624077,NA,-0.330763905,1,0.74232478,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_15,0.625341568,0.000844967,NA,0.337083876,NA,0.002506698,1,0.998011026,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_16,0.686662106,-0.102085935,NA,0.32615956,NA,-0.312993846,1,0.755731392,1,1,FALSE,FALSE,FALSE,FALSE
 s__Rhodococcus_erythropolis,0.748536584,-0.208544267,NA,0.35259542,NA,-0.591454838,1,0.557111279,1,1,FALSE,FALSE,FALSE,FALSE
 s__Rhodococcus_globerula,1.03765299,-0.656591114,NA,0.269771021,NA,-2.43388305,1,0.018341341,1,1,FALSE,FALSE,FALSE,TRUE
 s__Rhodococcus_hoagii,0.797999822,-0.266961191,NA,0.324795939,NA,-0.821935125,1,0.415353901,1,1,FALSE,FALSE,FALSE,FALSE
 s__Rhodococcus_qingshengii,0.446877318,0.30040996,NA,0.322759818,NA,0.930753902,1,0.356947493,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_17,0.900625759,-0.460278074,NA,0.279209974,NA,-1.64850155,1,0.106064085,1,1,FALSE,FALSE,FALSE,FALSE
 s__Rhodococcus_B_fascians,0.634085873,-0.018038414,NA,0.270990584,NA,-0.066564724,1,0.947229777,1,1,FALSE,FALSE,FALSE,FALSE
 s__Rhodococcus_B_fascians_E,0.544576291,0.125457996,NA,0.30512731,NA,0.411166066,1,0.683041279,1,1,FALSE,FALSE,FALSE,FALSE
 s__Rhodococcus_B_yunnanensis,1.040845979,-0.659407362,NA,0.413280967,NA,-1.595542534,1,0.117154826,1,1,FALSE,FALSE,FALSE,FALSE
 s__Rhodococcus_C_sp000686025,0.484598749,0.249048675,NA,0.477748622,NA,0.521296479,1,0.604834879,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_18,0.890172921,-0.36721649,NA,0.180749989,NA,-2.031626626,1,0.05503695,1,1,FALSE,FALSE,FALSE,FALSE
 s__Nocardioides_plantarum,0.157159505,0.75452791,NA,0.380446944,NA,1.983267105,1,0.061980736,1,1,FALSE,FALSE,TRUE,TRUE
 s__Nocardioides_sp001425025,0.823316507,-0.312436423,NA,0.566618137,NA,-0.551405616,1,0.584348489,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_20,0.658344028,-0.042813218,NA,0.458161413,NA,-0.093445709,1,0.926265855,1,1,FALSE,FALSE,TRUE,TRUE
 s__Arachnia_propionica,0.131286097,0.901500904,NA,0.528021012,NA,1.707320133,1,0.100154456,1,1,FALSE,FALSE,TRUE,TRUE
 s__Cutibacterium_acnes,0.864152321,-0.308792167,NA,0.459932456,NA,-0.671385903,1,0.509655687,1,1,FALSE,FALSE,TRUE,TRUE
 s__Other_21,0.810032933,-0.32186827,NA,0.36516791,NA,-0.881425396,1,0.382573102,1,1,FALSE,FALSE,FALSE,FALSE
