taxon,lfc_(Intercept),lfc_GroupPLE,se_(Intercept),se_GroupPLE,W_(Intercept),W_GroupPLE,p_(Intercept),p_GroupPLE,q_(Intercept),q_GroupPLE,diff_(Intercept),diff_GroupPLE,passed_ss_(Intercept),passed_ss_GroupPLE
 g__Lysinibacillus,0.925938684,-0.524839353,NA,0.196519943,NA,-2.670667132,1,0.013117611,1,1,FALSE,FALSE,FALSE,TRUE
 g__Bacillus_J,0.836163159,-0.353051069,NA,0.213126081,NA,-1.656536201,1,0.109634011,1,1,FALSE,FALSE,FALSE,TRUE
 g__Oceanobacillus,0.780973127,-0.286333583,NA,0.164009024,NA,-1.74584042,1,0.096183011,1,1,FALSE,FALSE,FALSE,FALSE
 g__Bacillus_AO,0.669797993,-0.101841312,NA,0.158938341,NA,-0.640759875,1,0.528609704,1,1,FALSE,FALSE,FALSE,TRUE
 g__Beduini,0.836250121,-0.356541853,NA,0.179074065,NA,-1.991030091,1,0.058486486,1,1,FALSE,FALSE,FALSE,FALSE
 g__Catenibacterium,1.446896579,-1.329838589,NA,0.544970581,NA,-2.440202527,1,0.017929186,1,1,FALSE,FALSE,FALSE,TRUE
 g__Coprobacillus,1.122070475,-0.82970591,NA,0.334622256,NA,-2.479529965,1,0.026493099,1,1,FALSE,FALSE,FALSE,FALSE
 g__Erysipelatoclostridium,0.771180135,-0.159982475,NA,0.389158617,NA,-0.411098374,1,0.684977387,1,1,FALSE,FALSE,FALSE,FALSE
 g__Stoquefichus,0.115407401,0.540451323,NA,0.223958469,NA,2.413176539,1,0.034420322,1,1,FALSE,FALSE,TRUE,TRUE
 g__Allobaculum,0.881113652,-0.401111017,NA,0.555594721,NA,-0.721948936,1,0.474423463,1,1,FALSE,FALSE,FALSE,FALSE
 g__Amedibacterium,0.326465474,0.205008933,NA,0.226992484,NA,0.903152957,1,0.384216256,1,1,FALSE,FALSE,TRUE,TRUE
 g__Bulleidia,0.387358783,0.118180664,NA,0.192888898,NA,0.612687745,1,0.555245939,1,1,FALSE,FALSE,TRUE,TRUE
 g__Faecalicoccus,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,FALSE,TRUE
 g__Faecalitalea,-0.274393313,1.092386684,NA,0.4335046,NA,2.519896406,1,0.015944342,1,1,FALSE,FALSE,TRUE,FALSE
 g__Holdemanella,0.394574709,0.366007912,NA,0.274723043,NA,1.332279624,1,0.202656316,1,1,FALSE,FALSE,TRUE,TRUE
 g__Holdemania,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,FALSE
 g__Ileibacterium,0.251339038,0.705301379,NA,0.23669539,NA,2.979785028,1,0.011490342,1,1,FALSE,FALSE,TRUE,TRUE
 g__Turicibacter,1.180701659,-0.505601572,NA,0.178167144,NA,-2.837793545,1,0.017614914,1,1,FALSE,FALSE,TRUE,TRUE
 g__Enterococcus_A,0.864534844,-0.376313401,NA,0.227844139,NA,-1.651626424,1,0.12451736,1,1,FALSE,FALSE,FALSE,TRUE
 g__Lactiplantibacillus,-0.307720248,1.25396085,NA,0.447984818,NA,2.799114615,1,0.008092785,1,1,FALSE,FALSE,TRUE,TRUE
 g__Latilactobacillus,0.065924178,0.732574401,NA,0.230795317,NA,3.174130271,1,0.004769455,1,1,FALSE,FALSE,TRUE,TRUE
 g__Leuconostoc,1.243602279,-0.714259287,NA,0.481181478,NA,-1.484386493,1,0.151894076,1,1,FALSE,FALSE,TRUE,TRUE
 g__Limosilactobacillus,0.509824894,0.088762565,NA,0.562734592,NA,0.157734332,1,0.875214014,1,1,FALSE,FALSE,TRUE,TRUE
 g__Loigolactobacillus,0.376733811,0.361080465,NA,0.263065679,NA,1.372586749,1,0.193097847,1,1,FALSE,FALSE,FALSE,TRUE
 g__Other_28,0.346951941,0.421224264,NA,0.205319398,NA,2.051556107,1,0.074328361,1,1,FALSE,FALSE,FALSE,FALSE
 g__Pediococcus,1.116150631,-0.863738184,NA,0.457413687,NA,-1.888308566,1,0.065588798,1,1,FALSE,FALSE,FALSE,FALSE
 g__Weissella,0.915706516,-0.509088382,NA,0.556681104,NA,-0.91450631,1,0.365435426,1,1,FALSE,FALSE,FALSE,TRUE
 g__Listeria,0.721762794,-0.242265377,NA,0.306744951,NA,-0.789794179,1,0.438078293,1,1,FALSE,FALSE,FALSE,TRUE
 g__Other_29,0.811250066,-0.40094884,NA,0.282012779,NA,-1.42173997,1,0.17130966,1,1,FALSE,FALSE,TRUE,TRUE
 g__Lactococcus,0.452162383,0.192641688,NA,0.67982642,NA,0.283368934,1,0.778392865,1,1,FALSE,FALSE,TRUE,TRUE
 g__Lactococcus_A,0.744631395,-0.284160328,NA,0.385299003,NA,-0.737506005,1,0.465344593,1,1,FALSE,FALSE,FALSE,TRUE
 g__Streptococcus,1.194428501,-0.945295488,NA,0.369186229,NA,-2.560484147,1,0.013126598,1,1,FALSE,FALSE,FALSE,FALSE
 g__Vagococcus,1.033822217,-0.698434981,NA,0.263287254,NA,-2.65274893,1,0.010616151,1,1,FALSE,FALSE,FALSE,FALSE
 g__Vagococcus_A,0.571525233,0.019036766,NA,0.282532379,NA,0.06737906,1,0.946642734,1,1,FALSE,FALSE,FALSE,FALSE
 g__Vagococcus_D,0.96246773,-0.570184728,NA,0.262377802,NA,-2.173143934,1,0.034175145,1,1,FALSE,FALSE,FALSE,FALSE
 g__Other_31,0.672945184,-0.205077767,NA,0.256743263,NA,-0.798765914,1,0.428531151,1,1,FALSE,FALSE,FALSE,TRUE
 g__Other_32,0.481407063,0.160267376,NA,0.303818731,NA,0.52750986,1,0.600827958,1,1,FALSE,FALSE,FALSE,FALSE
 g__Paenibacillus,1.554770262,-1.500021343,NA,0.609957255,NA,-2.45922371,1,0.017158459,1,1,FALSE,FALSE,FALSE,FALSE
 g__Gemella,-0.08852709,1.096435532,NA,0.38093901,NA,2.878244296,1,0.005910412,1,1,FALSE,FALSE,TRUE,TRUE
 g__Salinicoccus,0.130742084,0.673671851,NA,0.242643817,NA,2.776381696,1,0.007763969,1,1,FALSE,FALSE,TRUE,TRUE
 g__Macrococcus_B,0.146727694,0.646025562,NA,0.31328161,NA,2.062124108,1,0.043847309,1,1,FALSE,FALSE,TRUE,TRUE
 g__Staphylococcus,0.81127544,-0.340349234,NA,0.590842715,NA,-0.576040333,1,0.56685551,1,1,FALSE,FALSE,TRUE,TRUE
 g__Staphylococcus_A,0.467511418,0.089825791,NA,0.218291766,NA,0.411494177,1,0.684216708,1,1,FALSE,FALSE,FALSE,TRUE
 g__Other_34,0.086203734,0.877544374,NA,0.289271802,NA,3.033632613,1,0.005290119,1,1,FALSE,FALSE,TRUE,TRUE
 g__Ruminiclostridium,0.523677054,0.111756561,NA,0.240696543,NA,0.464304802,1,0.64567374,1,1,FALSE,FALSE,FALSE,TRUE
 g__Clostridium,0.539563071,0.090547228,NA,0.524573029,NA,0.172611292,1,0.863590607,1,1,FALSE,FALSE,TRUE,TRUE
 g__Clostridium_AH,0.389240399,0.178000354,NA,0.192286413,NA,0.92570427,1,0.360598491,1,1,FALSE,FALSE,FALSE,TRUE
 g__Clostridium_G,0.501029577,0.195776728,NA,0.127128844,NA,1.5399867,1,0.167459372,1,1,FALSE,FALSE,FALSE,FALSE
 g__Clostridium_L,0.515188693,0.084291818,NA,0.50609147,NA,0.166554512,1,0.868435066,1,1,FALSE,FALSE,TRUE,TRUE
 g__Clostridium_P,0.954617272,-0.552744575,NA,0.509415838,NA,-1.085055731,1,0.282717463,1,1,FALSE,FALSE,FALSE,FALSE
 g__Dwaynesavagella,0.444525879,0.10973967,NA,0.258656971,NA,0.424267203,1,0.673588933,1,1,FALSE,FALSE,TRUE,TRUE
 g__Eubacterium,1.223408566,-1.068495525,NA,0.451714297,NA,-2.365423304,1,0.022589433,1,1,FALSE,FALSE,FALSE,FALSE
 g__Anaerotignum,0.527990376,-0.0148903,NA,0.170427085,NA,-0.0873705,1,0.930921477,1,1,FALSE,FALSE,FALSE,TRUE
 g__Other_37,0.550406306,0.057712784,NA,0.11428143,NA,0.505005794,1,0.624497296,1,1,FALSE,FALSE,FALSE,TRUE
 g__14-2,0.772193592,-0.357577347,NA,0.110443473,NA,-3.237650331,1,0.010196946,1,1,FALSE,FALSE,FALSE,TRUE
 g__1XD42-69,0.598020408,-0.061727991,NA,0.131901701,NA,-0.4679848,1,0.645739216,1,1,FALSE,FALSE,FALSE,TRUE
 g__Acetatifactor,0.219748187,0.560465401,NA,0.235739309,NA,2.377479617,1,0.0211439,1,1,FALSE,FALSE,TRUE,TRUE
 g__Acetivibrio_A,0.678424229,-0.137455592,NA,0.169612054,NA,-0.810411695,1,0.424538328,1,1,FALSE,FALSE,FALSE,TRUE
 g__Agathobacter,0.377888254,0.279515566,NA,0.134949659,NA,2.071258035,1,0.057294303,1,1,FALSE,FALSE,FALSE,TRUE
 g__An181,0.135206755,0.681467731,NA,0.248033083,NA,2.74748724,1,0.0083292,1,1,FALSE,FALSE,TRUE,TRUE
 g__Anaerobutyricum,0.380777844,0.311012152,NA,0.519882647,NA,0.598235301,1,0.552330587,1,1,FALSE,FALSE,TRUE,TRUE
 g__Anaerosacchariphilus,0.968585428,-0.76808033,NA,0.261204671,NA,-2.940530609,1,0.005620685,1,1,FALSE,FALSE,FALSE,FALSE
 g__Bariatricus,1.298616644,-1.172313753,NA,0.600069058,NA,-1.953631399,1,0.056586186,1,1,FALSE,FALSE,FALSE,FALSE
 g__Butyrivibrio_A,0.573336128,0.019468647,NA,0.146349773,NA,0.133028198,1,0.899359158,1,1,FALSE,FALSE,FALSE,TRUE
 g__CAG-127,0.799772362,-0.347071466,NA,0.266474974,NA,-1.302454263,1,0.197909351,1,1,FALSE,FALSE,FALSE,TRUE
 g__CAG-45,0.796063853,-0.415052647,NA,0.134493647,NA,-3.086039049,1,0.009431489,1,1,FALSE,FALSE,FALSE,TRUE
 g__CAG-791,0.462764675,-0.029394081,NA,0.122771261,NA,-0.239421516,1,0.814819254,1,1,FALSE,FALSE,FALSE,FALSE
 g__CAG-81,1.042241283,-0.693607608,NA,0.414767744,NA,-1.672279531,1,0.100048079,1,1,FALSE,FALSE,FALSE,TRUE
 g__CHH4-2,0.617277683,-0.081454842,NA,0.2788007,NA,-0.292161542,1,0.771348361,1,1,FALSE,FALSE,FALSE,TRUE
 g__Catenibacillus,0.474002521,0.188408972,NA,0.333295491,NA,0.565291091,1,0.574261091,1,1,FALSE,FALSE,FALSE,TRUE
 g__Catonella,0.635388361,-0.091721736,NA,0.273418794,NA,-0.335462443,1,0.738769104,1,1,FALSE,FALSE,FALSE,TRUE
 g__Clostridium_AP,0.535198581,0.071249115,NA,0.30505094,NA,0.233564646,1,0.816222771,1,1,FALSE,FALSE,FALSE,TRUE
 g__Coprococcus,0.583970165,0.026173789,NA,0.504272875,NA,0.05190402,1,0.95880405,1,1,FALSE,FALSE,FALSE,TRUE
 g__Dorea,0.614379017,-0.163254737,NA,0.147495716,NA,-1.106843922,1,0.280879594,1,1,FALSE,FALSE,FALSE,TRUE
 g__Dorea_A,-0.158467454,1.02003263,NA,0.344007287,NA,2.965148326,1,0.004782457,1,1,FALSE,FALSE,TRUE,TRUE
 g__Dorea_B,0.971157511,-0.623669294,NA,0.390291211,NA,-1.597958848,1,0.11720975,1,1,FALSE,FALSE,FALSE,FALSE
 g__Eisenbergiella,0.934394027,-0.529329611,NA,0.421874729,NA,-1.254708033,1,0.214890486,1,1,FALSE,FALSE,FALSE,TRUE
 g__Enterocloster,-0.014901908,0.876092551,NA,0.418705677,NA,2.092382786,1,0.040949016,1,1,FALSE,FALSE,TRUE,TRUE
 g__Eubacterium_G,0.846899947,-0.450363305,NA,0.182261704,NA,-2.470970554,1,0.025095859,1,1,FALSE,FALSE,FALSE,FALSE
 g__Eubacterium_I,0.698288908,-0.153894628,NA,0.270042138,NA,-0.56989116,1,0.572731124,1,1,FALSE,FALSE,TRUE,TRUE
 g__Eubacterium_J,0.434781067,0.278579122,NA,0.169552883,NA,1.643022032,1,0.126304321,1,1,FALSE,FALSE,FALSE,TRUE
 g__Faecalimonas,1.11865619,-0.808845268,NA,0.415062641,NA,-1.948730595,1,0.056531173,1,1,FALSE,FALSE,FALSE,FALSE
 g__Hespellia,0.746956297,-0.359612002,NA,0.191637011,NA,-1.876526879,1,0.080175815,1,1,FALSE,FALSE,FALSE,FALSE
 g__Hungatella,1.09969036,-0.959602791,NA,0.367548794,NA,-2.610817412,1,0.013632202,1,1,FALSE,FALSE,FALSE,FALSE
 g__Lachnoclostridium_A,0.801956281,-0.455737138,NA,0.294097049,NA,-1.549614795,1,0.133321911,1,1,FALSE,FALSE,FALSE,FALSE
 g__Lachnoclostridium_B,1.100820781,-0.878417057,NA,0.42610165,NA,-2.061519962,1,0.045793567,1,1,FALSE,FALSE,FALSE,FALSE
 g__Lachnospira,0.997707674,-0.719269428,NA,0.39867705,NA,-1.804140538,1,0.078384049,1,1,FALSE,FALSE,FALSE,FALSE
 g__Lacrimispora,0.944067183,-0.684069215,NA,0.341304298,NA,-2.004279524,1,0.053564879,1,1,FALSE,FALSE,FALSE,FALSE
 g__Lactonifactor,1.002692649,-0.808370547,NA,0.261761359,NA,-3.088196629,1,0.004623427,1,1,FALSE,FALSE,FALSE,FALSE
 g__Marvinbryantia,0.75981438,-0.391778135,NA,0.23300469,NA,-1.681417382,1,0.105134413,1,1,FALSE,FALSE,FALSE,FALSE
 g__Mediterraneibacter,1.66397622,-1.658384024,NA,0.908205558,NA,-1.826000743,1,0.073485655,1,1,FALSE,FALSE,FALSE,FALSE
 g__Roseburia,1.25296111,-1.056711771,NA,0.406438449,NA,-2.599930628,1,0.012289042,1,1,FALSE,FALSE,FALSE,FALSE
 g__Ruminococcus_A,0.26950461,0.401917046,NA,0.218107478,NA,1.842747663,1,0.085217839,1,1,FALSE,FALSE,TRUE,TRUE
 g__Ruminococcus_B,0.828081598,-0.38953532,NA,0.230003677,NA,-1.69360475,1,0.095705069,1,1,FALSE,FALSE,FALSE,TRUE
 g__Ruminococcus_E,1.379406928,-1.369897144,NA,0.534423769,NA,-2.563316271,1,0.015622642,1,1,FALSE,FALSE,FALSE,FALSE
 g__Agathobaculum,1.109507391,-0.819521554,NA,0.390580612,NA,-2.098213604,1,0.040959938,1,1,FALSE,FALSE,FALSE,FALSE
 g__Butyricicoccus,1.241947223,-0.893211988,NA,0.377065456,NA,-2.368851279,1,0.030765306,1,1,FALSE,FALSE,TRUE,TRUE
 g__Other_41,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE
 g__An92,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,FALSE
 g__Flavonifractor,0.777457103,-0.327279619,NA,0.634055514,NA,-0.516168713,1,0.608106375,1,1,FALSE,FALSE,TRUE,TRUE
 g__Intestinimonas,0.811606263,-0.242350776,NA,0.20560455,NA,-1.17872283,1,0.263377208,1,1,FALSE,FALSE,FALSE,FALSE
 g__Lawsonibacter,0.174299947,0.704887437,NA,0.322625894,NA,2.184844581,1,0.040972908,1,1,FALSE,FALSE,FALSE,TRUE
 g__Marseille-P3106,1.357314255,-1.221567586,NA,0.438766943,NA,-2.784092113,1,0.01224689,1,1,FALSE,FALSE,FALSE,TRUE
 g__NSJ-62,0.695409111,-0.132296023,NA,0.178275659,NA,-0.742086852,1,0.482186547,1,1,FALSE,FALSE,FALSE,FALSE
 g__Pseudoflavonifractor,0.94469961,-0.578887594,NA,0.174435162,NA,-3.318640511,1,0.007765252,1,1,FALSE,FALSE,FALSE,FALSE
 g__Angelakisella,0.656407092,-0.138460038,NA,0.427191787,NA,-0.324116807,1,0.747385374,1,1,FALSE,FALSE,FALSE,FALSE
 g__Fournierella,1.086371942,-0.778574689,NA,0.408583061,NA,-1.905548132,1,0.062584909,1,1,FALSE,FALSE,FALSE,FALSE
 g__Gemmiger,0.431725572,0.275371881,NA,0.344699151,NA,0.798876006,1,0.429907827,1,1,FALSE,FALSE,FALSE,FALSE
 g__Harryflintia,0.891468447,-0.47222052,NA,0.35340112,NA,-1.336216816,1,0.187528054,1,1,FALSE,FALSE,FALSE,FALSE
 g__Massilimaliae,0.466706239,0.199306676,NA,0.335008581,NA,0.594930064,1,0.555829294,1,1,FALSE,FALSE,FALSE,FALSE
 g__Massilioclostridium,0.625084653,-0.09953861,NA,0.452920695,NA,-0.219770506,1,0.827196183,1,1,FALSE,FALSE,FALSE,FALSE
 g__Negativibacillus,1.169699484,-0.949745992,NA,0.419106221,NA,-2.266122391,1,0.027895901,1,1,FALSE,FALSE,FALSE,FALSE
 g__Other_44,0.799676052,-0.460958383,NA,0.196261772,NA,-2.348691639,1,0.026718068,1,1,FALSE,FALSE,FALSE,FALSE
 g__Phocea,0.589029626,-0.087032441,NA,0.227412266,NA,-0.38270777,1,0.704548032,1,1,FALSE,FALSE,FALSE,FALSE
 g__Ruminococcus_C,0.683649878,-0.276078494,NA,0.206258929,NA,-1.338504444,1,0.190788329,1,1,FALSE,FALSE,FALSE,FALSE
 g__Ruminococcus_D,0.340298859,0.298309013,NA,0.151311628,NA,1.9714877,1,0.063408442,1,1,FALSE,FALSE,FALSE,TRUE
 g__Ruthenibacterium,0.664714722,-0.187398375,NA,0.269273893,NA,-0.695939637,1,0.491196821,1,1,FALSE,FALSE,FALSE,FALSE
 g__UMGS966,0.64155224,-0.089705466,NA,0.299254919,NA,-0.299762711,1,0.765872672,1,1,FALSE,FALSE,FALSE,FALSE
 g__Other_45,0.603189072,-0.048918121,NA,0.166812697,NA,-0.293251784,1,0.772508669,1,1,FALSE,FALSE,FALSE,FALSE
 g__Alterileibacterium,0.685955594,-0.294035392,NA,0.17852234,NA,-1.647050965,1,0.110726768,1,1,FALSE,FALSE,FALSE,FALSE
 g__BX12,0.649050256,-0.203624159,NA,0.22028679,NA,-0.924359373,1,0.362675124,1,1,FALSE,FALSE,FALSE,FALSE
 g__Emergencia,0.831434696,-0.505837004,NA,0.171963257,NA,-2.941541184,1,0.006945575,1,1,FALSE,FALSE,FALSE,FALSE
 g__Eubacterium_M,0.701450183,-0.247373709,NA,0.234264095,NA,-1.055960835,1,0.298431938,1,1,FALSE,FALSE,FALSE,FALSE
 g__Mogibacterium,0.641894359,-0.133391333,NA,0.319814031,NA,-0.417090309,1,0.679159647,1,1,FALSE,FALSE,FALSE,FALSE
 g__UBA1191,0.501794663,0.02350925,NA,0.171519136,NA,0.137064882,1,0.892226157,1,1,FALSE,FALSE,FALSE,TRUE
 g__Criibacterium,0.632692708,-0.131694486,NA,0.265047452,NA,-0.496871354,1,0.622573901,1,1,FALSE,FALSE,FALSE,FALSE
 g__Other_47,0.523217398,0.092013483,NA,0.21144382,NA,0.435167519,1,0.666455617,1,1,FALSE,FALSE,FALSE,FALSE
 g__Asaccharospora,0.82161574,-0.445749824,NA,0.367587737,NA,-1.212635185,1,0.232563946,1,1,FALSE,FALSE,FALSE,FALSE
 g__Clostridioides,1.240388893,-1.060343813,NA,0.498108128,NA,-2.128742241,1,0.038546038,1,1,FALSE,FALSE,FALSE,FALSE
 g__Intestinibacter,0.625965197,-0.102272545,NA,0.276465238,NA,-0.36992913,1,0.714034088,1,1,FALSE,FALSE,FALSE,TRUE
 g__Paraclostridium,0.478250759,0.151456252,NA,0.31466409,NA,0.481326777,1,0.6333677,1,1,FALSE,FALSE,FALSE,FALSE
 g__Peptacetobacter,0.573627411,0.015535048,NA,0.377059306,NA,0.041200542,1,0.967346228,1,1,FALSE,FALSE,FALSE,FALSE
 g__Peptostreptococcus,0.04975574,0.584402663,NA,0.199684002,NA,2.926637369,1,0.009011241,1,1,FALSE,FALSE,TRUE,TRUE
 g__Romboutsia,0.213418092,0.625396146,NA,0.229544372,NA,2.72451091,1,0.011822144,1,1,FALSE,FALSE,FALSE,TRUE
 g__Other_50,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,FALSE,TRUE
 g__UMGS1590,0.195712399,0.727022878,NA,0.266724528,NA,2.725744361,1,0.010317109,1,1,FALSE,FALSE,FALSE,TRUE
 g__Phascolarctobacterium,0.471016952,0.195273267,NA,0.519393745,NA,0.37596384,1,0.708672161,1,1,FALSE,FALSE,FALSE,FALSE
 g__Phascolarctobacterium_A,0.609063061,-0.0493797,NA,0.160415769,NA,-0.307823231,1,0.759300924,1,1,FALSE,FALSE,FALSE,TRUE
 g__Allisonella,0.675863612,-0.168735807,NA,0.207812792,NA,-0.811960637,1,0.434033793,1,1,FALSE,FALSE,FALSE,FALSE
 g__Dialister,0.670641477,-0.167701849,NA,0.148139988,NA,-1.132049834,1,0.294897738,1,1,FALSE,FALSE,FALSE,FALSE
 g__28L,0.631980065,-0.234547594,NA,0.136405845,NA,-1.719483451,1,0.146159335,1,1,FALSE,FALSE,FALSE,TRUE
 g__Megasphaera,0.409384629,0.111669458,NA,0.143270354,NA,0.779431718,1,0.447101851,1,1,FALSE,FALSE,FALSE,TRUE
 g__Fusobacterium_A,0.0023267,0.683394757,NA,0.301043765,NA,2.270084408,1,0.030549945,1,1,FALSE,FALSE,TRUE,FALSE
 g__Fusobacterium_B,-0.283130927,1.233673875,NA,0.657744607,NA,1.875612299,1,0.066118962,1,1,FALSE,FALSE,TRUE,FALSE
 g__Fusobacterium_C,0.796737245,-0.458973351,NA,0.13204773,NA,-3.475814013,1,0.008370931,1,1,FALSE,FALSE,FALSE,TRUE
 g__Brevundimonas,-0.242427983,1.118786507,NA,0.53330253,NA,2.097845862,1,0.040796296,1,1,FALSE,FALSE,TRUE,FALSE
 g__Phenylobacterium,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,FALSE
 g__Bosea,0.851114091,-0.571576749,NA,0.180817372,NA,-3.1610721,1,0.00906161,1,1,FALSE,FALSE,TRUE,TRUE
 g__Shinella,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,FALSE,FALSE
 g__Bradyrhizobium,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,FALSE,TRUE
 g__CAG-521,0.524402777,0.031878229,NA,0.251382529,NA,0.126811635,1,0.901189586,1,1,FALSE,FALSE,TRUE,TRUE
 g__Janthinobacterium,0.403405031,0.796356715,NA,0.264289763,NA,3.013195464,1,0.023603102,1,1,FALSE,FALSE,FALSE,TRUE
 g__Sutterella,0.814482817,-0.385280818,NA,0.568548573,NA,-0.677656821,1,0.501176694,1,1,FALSE,FALSE,TRUE,TRUE
 g__Variovorax,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE
